Description	subset	activity	state
Protein processing in endoplasmic reticulum	E03_NonClassical	0.445912646626201	0.434853811423083
Oocyte meiosis	E03_NonClassical	0.50573687766471	0.564382640820396
Central carbon metabolism in cancer	E03_NonClassical	0.511271847173965	0.769406041373472
Phagosome	E03_NonClassical	0.542870635289914	0.00938762979892792
Cellular senescence	E03_NonClassical	0.551444402610446	0.0298485734269719
Apoptosis - multiple species	E03_NonClassical	0.582502161443338	0.505538273371703
Spliceosome	E03_NonClassical	0.611179184968774	0.988089770539559
Endocytosis	E03_NonClassical	0.651558073760944	0.326966449933192
Colorectal cancer	E03_NonClassical	0.662444052664383	0.0916898533633887
Mitophagy - animal	E03_NonClassical	0.709550617153071	0.128693685963462
Pathways in cancer	E03_NonClassical	0.714380982474534	0.00125540748835961
Tight junction	E03_NonClassical	0.75754486115917	0.583713187008713
Proteasome	E03_NonClassical	0.841188232401509	0.00550396766664305
Regulation of actin cytoskeleton	E03_NonClassical	0.880660951423178	0.455561824840058
Chemical carcinogenesis - reactive oxygen species	E03_NonClassical	0.923253265286205	0.624125403477829
Ribosome	E04_Intermediate	7.02028054783264e-21	0.605550968676992
Necroptosis	E04_Intermediate	0.00144801709818864	0.0461427485280759
Phagosome	E04_Intermediate	0.07058624264692	0.245631798644848
Viral carcinogenesis	E04_Intermediate	0.0834920986972362	0.275647035280245
Thyroid cancer	E04_Intermediate	0.0949675590740995	0.17679060820132
p53 signaling pathway	E04_Intermediate	0.104295502071622	0.0863809911508984
Lysosome	E04_Intermediate	0.125832640582942	0.684827593817862
Cell cycle	E04_Intermediate	0.158370851648573	0.664361386607627
Transcriptional misregulation in cancer	E04_Intermediate	0.216670535936579	0.0383002889602874
Fanconi anemia pathway	E04_Intermediate	0.225758988480596	0.925880941008747
DNA replication	E04_Intermediate	0.235414422344983	0.965039305468638
Protein export	E04_Intermediate	0.315906242439331	0.878184217258313
Base excision repair	E04_Intermediate	0.325848744657028	0.957628497256953
Cellular senescence	E04_Intermediate	0.344603435069967	0.202770622423637
Apoptosis	E04_Intermediate	0.436004826926717	0.884012744066516
PD-L1 expression and PD-1 checkpoint pathway in cancer	E04_Intermediate	0.460304786037153	0.0226645465493617
Acute myeloid leukemia	E04_Intermediate	0.469424884365168	0.0202234166096818
Homologous recombination	E04_Intermediate	0.475568910833848	0.873280680681631
Mismatch repair	E04_Intermediate	0.49104162178334	0.865924921567701
Spliceosome	E04_Intermediate	0.564173916415332	0.999865702739668
Glioma	E04_Intermediate	0.58342334137354	0.0426537882756658
Tight junction	E04_Intermediate	0.627922290706311	0.884012744066516
Oocyte meiosis	E04_Intermediate	0.632992966653485	0.898743505385696
Protein processing in endoplasmic reticulum	E04_Intermediate	0.705266460904898	0.974385004953782
Bladder cancer	E04_Intermediate	0.710345916716158	0.00264391537666174
Pathways in cancer	E04_Intermediate	0.743961217019373	0.0124086704502527
Ribosome biogenesis in eukaryotes	E04_Intermediate	0.760253450912837	0.998684363943487
Proteasome	E04_Intermediate	0.783924158147634	0.0157934464848206
Autophagy - animal	E04_Intermediate	0.837556622527296	0.491974277331086
Colorectal cancer	E04_Intermediate	0.866869953523007	0.403120174123053
Apoptosis - multiple species	E04_Intermediate	0.89334247277737	0.755910294186913
Central carbon metabolism in cancer	E04_Intermediate	0.932833963830469	0.58697198665256
Mitophagy - animal	E04_Intermediate	0.936438992619253	0.705305705356151
Endocytosis	E04_Intermediate	0.936661077463784	0.235352335486718
Chemical carcinogenesis - reactive oxygen species	E04_Intermediate	0.969151283740522	0.996722092579703
Regulation of actin cytoskeleton	E04_Intermediate	0.987607310752699	0.910062490598555
Protein processing in endoplasmic reticulum	F01_Neu	9.52684820745617e-06	0.0514320323624567
Autophagy - animal	F01_Neu	0.000884661188599118	0.0017765937552775
Apoptosis - multiple species	F01_Neu	0.00941871731052219	0.0340943209976212
Lysosome	F01_Neu	0.0299245293403622	0.00496343918444797
Apoptosis	F01_Neu	0.0341752038228088	0.00169245235639808
Necroptosis	F01_Neu	0.0406626884349853	6.0570428078765e-05
Spliceosome	F01_Neu	0.0482422415310373	0.267557272125751
Proteasome	F01_Neu	0.0513332500316218	0.0390610632189375
Tight junction	F01_Neu	0.0520594774610654	0.821101106128499
Mitophagy - animal	F01_Neu	0.0591655583134837	0.0472109579619486
p53 signaling pathway	F01_Neu	0.10753121834297	0.294574379217555
Colorectal cancer	F01_Neu	0.141423223562469	0.214245779402305
Viral carcinogenesis	F01_Neu	0.151997353218823	0.22962799008258
Regulation of actin cytoskeleton	F01_Neu	0.154519174768757	0.922927315832053
Endocytosis	F01_Neu	0.186198261150806	0.308931142294103
Cellular senescence	F01_Neu	0.191586736950536	0.480302695330432
Oocyte meiosis	F01_Neu	0.220664353511556	0.30226069672316
PD-L1 expression and PD-1 checkpoint pathway in cancer	F01_Neu	0.226317669830152	8.22439498722101e-05
Acute myeloid leukemia	F01_Neu	0.24121166404393	0.0289609312952599
Homologous recombination	F01_Neu	0.289482240204747	0.747254608099135
Mismatch repair	F01_Neu	0.309202828505957	0.8652187700309
Glioma	F01_Neu	0.417824756736323	0.311242623860136
Thyroid cancer	F01_Neu	0.523485083905665	0.594408053655577
Central carbon metabolism in cancer	F01_Neu	0.52832607762306	0.137582306913459
Transcriptional misregulation in cancer	F01_Neu	0.530989371235026	0.0198916528044017
Protein export	F01_Neu	0.546034900242183	0.181826704096518
Chemical carcinogenesis - reactive oxygen species	F01_Neu	0.564119806288362	0.00166137254228533
Bladder cancer	F01_Neu	0.5642510036667	0.628499341272767
Ribosome biogenesis in eukaryotes	F01_Neu	0.573459167059117	0.0164137448213049
DNA replication	F01_Neu	0.60346105305635	0.802049843157284
Pathways in cancer	F01_Neu	0.628886831409819	0.624269114840152
Base excision repair	F01_Neu	0.677540995977112	0.594408053655577
Cell cycle	F01_Neu	0.748233535158278	0.931496609438983
Phagosome	F01_Neu	0.765195196727718	0.166481030232815
Fanconi anemia pathway	F01_Neu	0.878178857692776	0.047255758412074
Ribosome	F01_Neu	0.99930654363629	1.66080816081764e-05
Autophagy - animal	F02_LDG	0.000456163386689639	0.000593769871507972
Protein processing in endoplasmic reticulum	F02_LDG	0.00146999057323397	0.407915796596849
Necroptosis	F02_LDG	0.00153436214826625	0.0087868025183008
Lysosome	F02_LDG	0.00350488979224235	0.439366247587643
Chemical carcinogenesis - reactive oxygen species	F02_LDG	0.00475771069797434	0.245349813798627
Mitophagy - animal	F02_LDG	0.0085452394609946	0.476924398453312
Viral carcinogenesis	F02_LDG	0.00988893751460938	0.359321946622619
Glioma	F02_LDG	0.0199970680072739	0.392387587327142
Apoptosis	F02_LDG	0.0232679353039527	0.0110214469030312
Proteasome	F02_LDG	0.0282015593267037	0.649230089653681
Endocytosis	F02_LDG	0.0382165644267749	0.228308132193778
Ribosome	F02_LDG	0.0511128194870899	0.993447497310036
Colorectal cancer	F02_LDG	0.0561499535963364	0.345917545993906
Regulation of actin cytoskeleton	F02_LDG	0.0672480290201471	0.347962175092791
Tight junction	F02_LDG	0.0942710205585069	0.748575279873298
Oocyte meiosis	F02_LDG	0.110186527454197	0.614481197718823
Acute myeloid leukemia	F02_LDG	0.146206175483896	0.105988151019329
Central carbon metabolism in cancer	F02_LDG	0.147604990267715	0.113677882887325
PD-L1 expression and PD-1 checkpoint pathway in cancer	F02_LDG	0.166820211519427	0.00152234053439467
Apoptosis - multiple species	F02_LDG	0.215198708026308	0.249882718684396
Cellular senescence	F02_LDG	0.272793225932463	0.176899084855337
Spliceosome	F02_LDG	0.289766347080275	0.21877308374467
Fanconi anemia pathway	F02_LDG	0.358672249396126	0.50479212288416
Bladder cancer	F02_LDG	0.359014029412759	0.228197713807165
p53 signaling pathway	F02_LDG	0.500738244527196	0.558795055075149
Transcriptional misregulation in cancer	F02_LDG	0.647328307439829	0.00757602433784486
Homologous recombination	F02_LDG	0.650836254555341	0.680156571973014
Thyroid cancer	F02_LDG	0.687160415983626	0.102651272109926
Mismatch repair	F02_LDG	0.721755744284627	0.965366773401071
Protein export	F02_LDG	0.75159612812025	0.412669354822286
Ribosome biogenesis in eukaryotes	F02_LDG	0.856353962170087	0.708924337552881
Phagosome	F02_LDG	0.880496156251857	0.294472228848394
Pathways in cancer	F02_LDG	0.896985894075025	0.557638564533119
DNA replication	F02_LDG	0.952908687174832	0.415870761315583
Cell cycle	F02_LDG	0.962296766955477	0.917721585294017
Base excision repair	F02_LDG	0.984089980782869	0.359579419420196
Cell cycle	G01_NK	1.12060813433813e-09	9.37412306934828e-07
DNA replication	G01_NK	5.26543338503173e-06	0.086772891582247
p53 signaling pathway	G01_NK	2.38168666454338e-05	0.00696733692628761
Ribosome	G01_NK	0.000111738150819441	0.468757473523964
Fanconi anemia pathway	G01_NK	0.00068543371426491	0.241687303801322
Mitophagy - animal	G01_NK	0.000905636199796567	0.181069469458562
Homologous recombination	G01_NK	0.00132102180908972	0.246949039835141
Oocyte meiosis	G01_NK	0.00176441814090459	0.0309283342498003
Bladder cancer	G01_NK	0.00751665463788527	0.134709509186778
Glioma	G01_NK	0.0087503882616705	0.0193332228378129
Cellular senescence	G01_NK	0.00961490929973386	1.0641472037431e-05
Viral carcinogenesis	G01_NK	0.00986649851662763	0.170119265473816
Apoptosis	G01_NK	0.017986671886099	0.0197570022933973
Necroptosis	G01_NK	0.0223492291874855	0.00151632606102907
Base excision repair	G01_NK	0.0345964973011144	0.325294953245914
Thyroid cancer	G01_NK	0.0345964973011144	0.201029737804188
Proteasome	G01_NK	0.0433106634740796	2.73211460831115e-17
Apoptosis - multiple species	G01_NK	0.0650232685587758	0.184140243059399
Transcriptional misregulation in cancer	G01_NK	0.0807247229910768	0.358996697928568
Mismatch repair	G01_NK	0.105749976344112	0.456984918991142
Lysosome	G01_NK	0.128497834389537	0.240036221056406
Pathways in cancer	G01_NK	0.164996829574523	0.12148865435223
PD-L1 expression and PD-1 checkpoint pathway in cancer	G01_NK	0.22167425531162	0.11753983176256
Protein processing in endoplasmic reticulum	G01_NK	0.286154243905497	0.0273660139029648
Central carbon metabolism in cancer	G01_NK	0.356192502853686	0.00341566987263559
Autophagy - animal	G01_NK	0.401770263843693	0.489796363947339
Endocytosis	G01_NK	0.427520019433415	0.337908968446581
Colorectal cancer	G01_NK	0.483263330814956	0.0225097345004928
Protein export	G01_NK	0.634261734932675	0.322204005701164
Acute myeloid leukemia	G01_NK	0.731530649607533	0.500880033992897
Ribosome biogenesis in eukaryotes	G01_NK	0.802188334887693	0.396806610441182
Tight junction	G01_NK	0.855076147834554	0.651719684355487
Phagosome	G01_NK	0.87610629710442	0.0887055936249456
Spliceosome	G01_NK	0.90558918385643	0.897451758214564
Regulation of actin cytoskeleton	G01_NK	0.969725218560505	0.874238082290065
Chemical carcinogenesis - reactive oxygen species	G01_NK	0.994996086998299	3.00802531431387e-05
Protein export	A03_UnswMB	NA	0.000679052002072806
Proteasome	A04_DNB	NA	3.54540707666255e-13
Protein export	A04_DNB	NA	0.00035093529872471
Mismatch repair	A04_DNB	NA	0.31040256696923
DNA replication	A04_DNB	NA	0.802223116401838
Protein export	B04_Tfh	NA	0.81375954367809
Protein export	B05_NCD4	NA	0.0337408487685467
Protein export	B07_aTreg	NA	0.616553708004027
DNA replication	B09_Fra1	NA	0.90696859555714
